Cluster,avg_equity2P,avg_equity3P
386,0.560934,0.385751
387,0.26466,0.204019
388,0.371286,0.245105
389,0.278485,0.152584
390,0.525458,0.388805
391,0.836851,0.706807
392,0.368308,0.183856
393,0.373463,0.205157
394,0.653119,0.45062
395,0.532916,0.318011
396,0.699464,0.511185
397,0.655807,0.466443
398,0.684621,0.528335
399,0.482718,0.286908
400,0.458914,0.231248
401,0.692357,0.454024
402,0.561466,0.370468
403,0.253551,0.146501
404,0.283822,0.153857
405,0.676698,0.495773
406,0.704456,0.55886
407,0.477925,0.341199
408,0.487962,0.391431
409,0.447207,0.319184
410,0.737167,0.622754
411,0.370587,0.19644
412,0.599879,0.416308
413,0.782789,0.67637
414,0.649622,0.495147
415,0.287,0.15662
416,0.359611,0.19706
417,0.458091,0.301824
418,0.518825,0.401351
419,0.678754,0.487389
420,0.2734,0.213322
421,0.488729,0.273362
422,0.606915,0.36813
423,0.568939,0.340394
424,0.636982,0.453255
425,0.747624,0.610637
426,0.613704,0.507782
427,0.310088,0.199939
428,0.789581,0.633775
429,0.89389,0.827917
430,0.222623,0.132551
431,0.946614,0.886514
432,0.458522,0.279749
433,0.571425,0.376803
434,0.666372,0.542637
435,0.457418,0.272864
436,0.409431,0.294046
437,0.426985,0.278392
438,0.339577,0.197349
439,0.326651,0.246667
440,0.626382,0.523696
441,0.518258,0.296689
442,0.655693,0.475296
443,0.506434,0.352815
444,0.539827,0.401041
445,0.762338,0.642412
446,0.507236,0.372827
447,0.530927,0.376824
448,0.625111,0.47948
449,0.556673,0.395671
450,0.7572,0.555333
451,0.575441,0.365033
452,0.475803,0.307351
453,0.426322,0.319123
454,0.548183,0.472756
455,0.695542,0.57145
456,0.716865,0.573597
457,0.724182,0.609661
458,0.596118,0.403146
459,0.430674,0.358721
460,0.649898,0.475005
461,0.671982,0.530927
462,0.330964,0.195356
463,0.746614,0.558712
464,0.241143,0.150714
465,0.767242,0.658903
466,0.606886,0.446201
467,0.663062,0.506235
468,0.265453,0.15416
469,0.642874,0.459693
470,0.860113,0.78816
471,0.569337,0.4223
472,0.370089,0.220622
473,0.531914,0.386812
474,0.495303,0.324349
475,0.479246,0.326851
476,0.451906,0.349435
477,0.709273,0.589662
478,0.651763,0.484953
479,0.397007,0.264108
480,0.904433,0.847171
481,0.483403,0.370713
482,0.293684,0.183741
483,0.693436,0.501707
484,0.677104,0.531905
485,0.666422,0.513541
486,0.42674,0.34868
487,0.495566,0.376918
488,0.395797,0.277942
489,0.741021,0.541545
490,0.474916,0.275732
491,0.54608,0.430211
492,0.636725,0.46062
493,0.560802,0.379124
494,0.339679,0.262868
495,0.29908,0.173205
496,0.745051,0.592443
497,0.544667,0.36384
498,0.760114,0.610415
499,0.338813,0.177955
500,0.664071,0.570762
501,0.660056,0.515977
502,0.543616,0.344606
503,0.550587,0.362493
504,0.701658,0.51903
505,0.479365,0.281366
506,0.33853,0.186251
507,0.719371,0.556126
508,0.39788,0.295679
509,0.474886,0.257731
510,0.60018,0.44049
511,0.886199,0.812861
512,0.603866,0.442412
513,0.625508,0.486432
514,0.649442,0.441081
515,0.544006,0.373616
516,0.480409,0.312164
517,0.980342,0.962178
518,0.892975,0.808452
519,0.47405,0.324799
520,0.395915,0.312164
521,0.781628,0.649003
522,0.667858,0.523136
523,0.596672,0.430359
524,0.741361,0.608507
525,0.556923,0.452684
526,0.429836,0.268489
527,0.532558,0.423897
528,0.47269,0.284617
529,0.346667,0.175352
530,0.607443,0.464748
531,0.870231,0.755735
532,0.438632,0.339657
533,0.566129,0.398133
534,0.555308,0.372965
535,0.653542,0.417208
536,0.710725,0.53994
537,0.198873,0.123245
538,0.469852,0.358519
539,0.569546,0.406259
540,0.414358,0.24904
541,0.552944,0.405609
542,0.778187,0.624162
543,0.728181,0.576882
544,0.364875,0.231711
545,0.436925,0.268951
546,0.643589,0.495479
547,0.376744,0.215634
548,0.611634,0.403042
549,0.725221,0.626093
550,0.710873,0.52631
551,0.324455,0.233813
552,0.362274,0.260547
553,0.391179,0.211537
554,0.676255,0.450545
555,0.321981,0.180821
556,0.654221,0.455484
557,0.527823,0.357411
558,0.339975,0.219365
559,0.670056,0.498766
560,0.604339,0.481403
561,0.835198,0.69342
562,0.548834,0.402075
563,0.514838,0.340557
564,0.388243,0.226897
565,0.496491,0.303706
566,0.43718,0.278589
567,0.232034,0.13648
568,0.610179,0.432135
569,0.686854,0.512257
570,0.298132,0.207297
571,0.6305,0.460917
572,0.318435,0.212735
573,0.245247,0.138679
574,0.380304,0.326173
575,0.559461,0.430621
576,0.222399,0.114862
577,0.695376,0.542349
578,0.843667,0.764147
579,0.299287,0.216201
580,0.581675,0.438046
581,0.587755,0.411045
582,0.616082,0.494949
583,0.259201,0.135652
584,0.717333,0.538136
585,0.842281,0.731382
586,0.543547,0.414142
587,0.484734,0.326295
588,0.349719,0.219124
589,0.478642,0.262887
590,0.655754,0.541152
591,0.372914,0.225487
592,0.513893,0.416167
593,0.616813,0.4116
594,0.437175,0.246825
595,0.561284,0.416867
596,0.69379,0.529287
597,0.254454,0.179013
598,0.649774,0.511733
599,0.608949,0.491053
600,0.38188,0.229252
