Cluster,avg_equity2P,avg_equity3P
827,0.620684,0.450772
828,0.644794,0.508885
829,0.553025,0.419269
830,0.452846,0.288514
831,0.212707,0.0944852
832,0.850111,0.711068
833,0.726547,0.500161
834,0.655628,0.512974
835,0.215128,0.187374
836,0.39075,0.303706
837,0.466418,0.244724
838,0.612775,0.446978
839,0.153425,0.115837
840,0.841965,0.791584
841,0.267125,0.163656
842,0.596632,0.490861
843,0.161423,0.0763864
844,0.676902,0.506772
845,0.837313,0.718987
846,0.378058,0.221327
847,0.876149,0.794139
848,0.968113,0.940396
849,0.624439,0.383237
850,0.439886,0.255358
851,0.268276,0.181049
852,0.455997,0.323017
853,0.419191,0.265562
854,0.943261,0.900968
855,0.714225,0.604571
856,0.39658,0.210739
857,0.591523,0.390453
858,0.57041,0.355919
859,0.657518,0.462229
860,0.203285,0.11859
861,0.52589,0.328226
862,0.346669,0.178155
863,0.370834,0.24004
864,0.801837,0.726127
865,0.567598,0.440294
866,0.384751,0.250515
867,0.496161,0.267059
868,0.332878,0.203982
869,0.618952,0.469788
870,0.825847,0.783981
871,0.304205,0.204799
872,0.40539,0.226798
873,0.299204,0.234594
874,0.756806,0.713661
875,0.158907,0.0884412
876,0.566138,0.379024
877,0.626278,0.476693
878,0.83806,0.74814
879,0.701662,0.537674
880,0.868564,0.743174
881,0.771012,0.570432
882,0.255288,0.163546
883,0.638894,0.41821
884,0.764623,0.604952
885,0.819445,0.709645
886,0.288082,0.189537
887,0.554452,0.315678
888,0.582341,0.41855
889,0.788371,0.662257
890,0.63895,0.490932
891,0.500152,0.277623
892,0.497358,0.341878
893,0.84664,0.76831
894,0.754399,0.622744
895,0.361671,0.236894
896,0.325143,0.151557
897,0.643226,0.481666
898,0.20927,0.0861962
899,0.491348,0.284101
900,0.695577,0.544012
901,0.141235,0.0895418
902,0.495605,0.352056
903,0.29537,0.197648
904,0.496398,0.302526
905,0.420421,0.290551
906,0.325279,0.262426
907,0.563958,0.362337
908,0.684746,0.503226
909,0.27793,0.191657
910,0.629828,0.493372
911,0.588188,0.452795
912,0.336104,0.181546
913,0.721364,0.55221
914,0.316297,0.136538
915,0.701813,0.529358
916,0.53011,0.35137
917,0.6365,0.532152
918,0.728463,0.575618
919,0.361535,0.216196
920,0.772326,0.705517
921,0.629885,0.44009
922,0.39446,0.226948
923,0.432001,0.22172
924,0.320334,0.227552
925,0.536018,0.366054
926,0.330095,0.168356
927,0.62882,0.431587
928,0.456109,0.257086
929,0.416269,0.315467
930,0.497692,0.333109
931,0.885855,0.79497
932,0.216937,0.134654
933,0.492308,0.31632
934,0.683382,0.51238
935,0.647647,0.442623
936,0.595885,0.439608
937,0.959989,0.954167
938,0.506943,0.321684
939,0.760969,0.595621
940,0.610541,0.413459
941,0.893407,0.825983
942,0.654708,0.485369
943,0.304556,0.176422
944,0.396309,0.275539
945,0.582239,0.462705
946,0.104344,0.0422095
947,0.408254,0.255753
948,0.775589,0.678799
949,0.558216,0.407396
950,0.810421,0.67874
951,0.283898,0.106851
952,0.666466,0.514841
953,0.50668,0.369903
954,0.489054,0.29991
955,0.853423,0.738894
956,0.950888,0.920823
957,0.868472,0.7579
958,0.526183,0.341023
959,0.206649,0.0997535
960,0.529149,0.368089
961,0.785887,0.713792
962,0.747492,0.633889
963,0.540687,0.360456
964,0.594702,0.472685
965,0.156553,0.0585604
966,0.749304,0.575686
967,0.411749,0.220435
968,0.488922,0.367084
969,0.368187,0.20247
970,0.954338,0.899843
971,0.596451,0.415501
972,0.797282,0.73776
973,0.675664,0.432926
974,0.431322,0.242157
975,0.185655,0.0765068
976,0.830096,0.741295
977,0.521423,0.29435
978,0.555827,0.360725
979,0.22767,0.102039
980,0.727274,0.61449
981,0.386571,0.279257
982,0.280347,0.181152
983,0.568134,0.419337
984,0.204831,0.0757701
985,0.218922,0.124599
986,0.823687,0.658979
987,0.590731,0.335254
988,0.509629,0.351497
989,0.890067,0.846794
990,0.385424,0.179324
991,0.558856,0.376169
992,0.587933,0.434756
993,0.624649,0.501343
994,0.19399,0.0914313
995,0.286219,0.13764
996,0.5005,0.392149
997,0.707122,0.544325
998,0.429424,0.30584
999,0.800359,0.644362
